"","Store","Id","DayOfWeek","Date","Open","Promo","StateHoliday","SchoolHoliday","StoreType","Assortment","CompetitionDistance","CompetitionOpenSinceMonth","CompetitionOpenSinceYear","Promo2","Promo2SinceWeek","Promo2SinceYear","PromoInterval","month","year","day"
"8128",220,24138,4,2015-08-20,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,20
"8129",220,13010,3,2015-09-02,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,2
"8130",220,34410,6,2015-08-08,1,0,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,8
"8131",220,23282,5,2015-08-21,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,21
"8132",220,1026,3,2015-09-16,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,16
"8133",220,20714,1,2015-08-24,1,0,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,24
"8134",220,33554,7,2015-08-09,0,0,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,9
"8135",220,35266,5,2015-08-07,1,1,"0",1,"a","a",1000,9,2008,0,0,0,"",8,15,7
"8136",220,4450,6,2015-09-12,1,0,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,12
"8137",220,36978,3,2015-08-05,1,1,"0",1,"a","a",1000,9,2008,0,0,0,"",8,15,5
"8138",220,31842,2,2015-08-11,1,0,"0",1,"a","a",1000,9,2008,0,0,0,"",8,15,11
"8139",220,37834,2,2015-08-04,1,1,"0",1,"a","a",1000,9,2008,0,0,0,"",8,15,4
"8140",220,7018,3,2015-09-09,1,0,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,9
"8141",220,9586,7,2015-09-06,0,0,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,6
"8142",220,3594,7,2015-09-13,0,0,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,13
"8143",220,38690,1,2015-08-03,1,1,"0",1,"a","a",1000,9,2008,0,0,0,"",8,15,3
"8144",220,170,4,2015-09-17,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,17
"8145",220,7874,2,2015-09-08,1,0,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,8
"8146",220,1882,2,2015-09-15,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,15
"8147",220,10442,6,2015-09-05,1,0,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,5
"8148",220,14722,1,2015-08-31,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,31
"8149",220,18146,4,2015-08-27,1,0,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,27
"8150",220,12154,4,2015-09-03,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,3
"8151",220,17290,5,2015-08-28,1,0,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,28
"8152",220,32698,1,2015-08-10,1,0,"0",1,"a","a",1000,9,2008,0,0,0,"",8,15,10
"8153",220,26706,1,2015-08-17,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,17
"8154",220,19858,2,2015-08-25,1,0,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,25
"8155",220,19002,3,2015-08-26,1,0,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,26
"8156",220,25850,2,2015-08-18,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,18
"8157",220,13866,2,2015-09-01,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,1
"8158",220,39546,7,2015-08-02,0,0,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,2
"8159",220,24994,3,2015-08-19,1,1,"0",0,"a","a",1000,9,2008,0,0,0,"",8,15,19
"8160",220,6162,4,2015-09-10,1,0,"0",0,"a","a",1000,9,2008,0,0,0,"",9,15,10
"8161",221,30987,3,2015-08-12,1,0,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,12
"8162",221,23283,5,2015-08-21,1,1,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,21
"8163",221,10443,6,2015-09-05,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,5
"8164",221,15579,7,2015-08-30,0,0,"0",0,"d","c",13530,9,2013,0,0,0,"",8,15,30
"8165",221,1883,2,2015-09-15,1,1,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,15
"8166",221,18147,4,2015-08-27,1,0,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,27
"8167",221,11299,5,2015-09-04,1,1,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,4
"8168",221,24139,4,2015-08-20,1,1,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,20
"8169",221,9587,7,2015-09-06,0,0,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,6
"8170",221,22427,6,2015-08-22,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",8,15,22
"8171",221,36123,4,2015-08-06,1,1,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,6
"8172",221,2739,1,2015-09-14,1,1,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,14
"8173",221,40403,6,2015-08-01,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",8,15,1
"8174",221,27563,7,2015-08-16,0,0,"0",0,"d","c",13530,9,2013,0,0,0,"",8,15,16
"8175",221,34411,6,2015-08-08,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",8,15,8
"8176",221,21571,7,2015-08-23,0,0,"0",0,"d","c",13530,9,2013,0,0,0,"",8,15,23
"8177",221,8731,1,2015-09-07,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,7
"8178",221,17291,5,2015-08-28,1,0,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,28
"8179",221,16435,6,2015-08-29,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",8,15,29
"8180",221,25851,2,2015-08-18,1,1,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,18
"8181",221,7019,3,2015-09-09,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,9
"8182",221,3595,7,2015-09-13,0,0,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,13
"8183",221,38691,1,2015-08-03,1,1,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,3
"8184",221,171,4,2015-09-17,1,1,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,17
"8185",221,19003,3,2015-08-26,1,0,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,26
"8186",221,20715,1,2015-08-24,1,0,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,24
"8187",221,13867,2,2015-09-01,1,1,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,1
"8188",221,33555,7,2015-08-09,0,0,"0",0,"d","c",13530,9,2013,0,0,0,"",8,15,9
"8189",221,4451,6,2015-09-12,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,12
"8190",221,30131,4,2015-08-13,1,0,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,13
"8191",221,24995,3,2015-08-19,1,1,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,19
"8192",221,31843,2,2015-08-11,1,0,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,11
"8193",221,14723,1,2015-08-31,1,1,"0",0,"d","c",13530,9,2013,0,0,0,"",8,15,31
"8194",221,37835,2,2015-08-04,1,1,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,4
"8195",221,19859,2,2015-08-25,1,0,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,25
"8196",221,28419,6,2015-08-15,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",8,15,15
"8197",221,29275,5,2015-08-14,1,0,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,14
"8198",221,35267,5,2015-08-07,1,1,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,7
"8199",221,1027,3,2015-09-16,1,1,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,16
"8200",221,7875,2,2015-09-08,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,8
"8201",221,36979,3,2015-08-05,1,1,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,5
"8202",221,26707,1,2015-08-17,1,1,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,17
"8203",221,12155,4,2015-09-03,1,1,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,3
"8204",221,13011,3,2015-09-02,1,1,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,2
"8205",221,5307,5,2015-09-11,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,11
"8206",221,39547,7,2015-08-02,0,0,"0",0,"d","c",13530,9,2013,0,0,0,"",8,15,2
"8207",221,32699,1,2015-08-10,1,0,"0",1,"d","c",13530,9,2013,0,0,0,"",8,15,10
"8208",221,6163,4,2015-09-10,1,0,"0",0,"d","c",13530,9,2013,0,0,0,"",9,15,10
"8209",224,2740,1,2015-09-14,1,1,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,14
"8210",224,23284,5,2015-08-21,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,21
"8211",224,24140,4,2015-08-20,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,20
"8212",224,8732,1,2015-09-07,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,7
"8213",224,3596,7,2015-09-13,0,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,13
"8214",224,16436,6,2015-08-29,1,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,29
"8215",224,34412,6,2015-08-08,1,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,8
"8216",224,36124,4,2015-08-06,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,6
"8217",224,40404,6,2015-08-01,1,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,1
"8218",224,21572,7,2015-08-23,0,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,23
"8219",224,4452,6,2015-09-12,1,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,12
"8220",224,11300,5,2015-09-04,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,4
"8221",224,7020,3,2015-09-09,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,9
"8222",224,30988,3,2015-08-12,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,12
"8223",224,9588,7,2015-09-06,0,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,6
"8224",224,38692,1,2015-08-03,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,3
"8225",224,172,4,2015-09-17,1,1,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,17
"8226",224,20716,1,2015-08-24,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,24
"8227",224,1884,2,2015-09-15,1,1,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,15
"8228",224,33556,7,2015-08-09,0,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,9
"8229",224,29276,5,2015-08-14,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,14
"8230",224,30132,4,2015-08-13,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,13
"8231",224,6164,4,2015-09-10,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,10
"8232",224,12156,4,2015-09-03,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,3
"8233",224,36980,3,2015-08-05,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,5
"8234",224,25852,2,2015-08-18,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,18
"8235",224,37836,2,2015-08-04,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,4
"8236",224,22428,6,2015-08-22,1,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,22
"8237",224,28420,6,2015-08-15,1,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,15
"8238",224,14724,1,2015-08-31,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,31
"8239",224,15580,7,2015-08-30,0,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,30
"8240",224,7876,2,2015-09-08,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,8
"8241",224,10444,6,2015-09-05,1,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,5
"8242",224,13868,2,2015-09-01,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,1
"8243",224,35268,5,2015-08-07,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,7
"8244",224,31844,2,2015-08-11,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,11
"8245",224,17292,5,2015-08-28,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,28
"8246",224,27564,7,2015-08-16,0,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,16
"8247",224,18148,4,2015-08-27,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,27
"8248",224,19004,3,2015-08-26,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,26
"8249",224,19860,2,2015-08-25,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,25
"8250",224,24996,3,2015-08-19,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,19
"8251",224,26708,1,2015-08-17,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,17
"8252",224,32700,1,2015-08-10,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,10
"8253",224,39548,7,2015-08-02,0,0,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",8,15,2
"8254",224,13012,3,2015-09-02,1,1,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,2
"8255",224,1028,3,2015-09-16,1,1,"0",0,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,16
"8256",224,5308,5,2015-09-11,1,0,"0",1,"d","c",7930,0,0,1,1,2013,"Jan,Apr,Jul,Oct",9,15,11
"8257",226,30989,3,2015-08-12,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,12
"8258",226,21573,7,2015-08-23,0,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,23
"8259",226,10445,6,2015-09-05,1,0,"0",0,"a","a",450,0,0,0,0,0,"",9,15,5
"8260",226,22429,6,2015-08-22,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,22
"8261",226,11301,5,2015-09-04,1,1,"0",1,"a","a",450,0,0,0,0,0,"",9,15,4
"8262",226,24141,4,2015-08-20,1,1,"0",1,"a","a",450,0,0,0,0,0,"",8,15,20
"8263",226,4453,6,2015-09-12,1,0,"0",0,"a","a",450,0,0,0,0,0,"",9,15,12
"8264",226,20717,1,2015-08-24,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,24
"8265",226,3597,7,2015-09-13,0,0,"0",0,"a","a",450,0,0,0,0,0,"",9,15,13
"8266",226,173,4,2015-09-17,1,1,"0",0,"a","a",450,0,0,0,0,0,"",9,15,17
"8267",226,36125,4,2015-08-06,1,1,"0",1,"a","a",450,0,0,0,0,0,"",8,15,6
"8268",226,30133,4,2015-08-13,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,13
"8269",226,33557,7,2015-08-09,0,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,9
"8270",226,1029,3,2015-09-16,1,1,"0",0,"a","a",450,0,0,0,0,0,"",9,15,16
"8271",226,40405,6,2015-08-01,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,1
"8272",226,9589,7,2015-09-06,0,0,"0",0,"a","a",450,0,0,0,0,0,"",9,15,6
"8273",226,6165,4,2015-09-10,1,0,"0",0,"a","a",450,0,0,0,0,0,"",9,15,10
"8274",226,8733,1,2015-09-07,1,0,"0",0,"a","a",450,0,0,0,0,0,"",9,15,7
"8275",226,16437,6,2015-08-29,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,29
"8276",226,24997,3,2015-08-19,1,1,"0",1,"a","a",450,0,0,0,0,0,"",8,15,19
"8277",226,34413,6,2015-08-08,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,8
"8278",226,38693,1,2015-08-03,1,1,"0",1,"a","a",450,0,0,0,0,0,"",8,15,3
"8279",226,29277,5,2015-08-14,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,14
"8280",226,2741,1,2015-09-14,1,1,"0",0,"a","a",450,0,0,0,0,0,"",9,15,14
"8281",226,1885,2,2015-09-15,1,1,"0",0,"a","a",450,0,0,0,0,0,"",9,15,15
"8282",226,13869,2,2015-09-01,1,1,"0",1,"a","a",450,0,0,0,0,0,"",9,15,1
"8283",226,12157,4,2015-09-03,1,1,"0",1,"a","a",450,0,0,0,0,0,"",9,15,3
"8284",226,35269,5,2015-08-07,1,1,"0",1,"a","a",450,0,0,0,0,0,"",8,15,7
"8285",226,5309,5,2015-09-11,1,0,"0",0,"a","a",450,0,0,0,0,0,"",9,15,11
"8286",226,28421,6,2015-08-15,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,15
"8287",226,14725,1,2015-08-31,1,1,"0",1,"a","a",450,0,0,0,0,0,"",8,15,31
"8288",226,25853,2,2015-08-18,1,1,"0",1,"a","a",450,0,0,0,0,0,"",8,15,18
"8289",226,37837,2,2015-08-04,1,1,"0",1,"a","a",450,0,0,0,0,0,"",8,15,4
"8290",226,27565,7,2015-08-16,0,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,16
"8291",226,23285,5,2015-08-21,1,1,"0",1,"a","a",450,0,0,0,0,0,"",8,15,21
"8292",226,15581,7,2015-08-30,0,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,30
"8293",226,26709,1,2015-08-17,1,1,"0",1,"a","a",450,0,0,0,0,0,"",8,15,17
"8294",226,31845,2,2015-08-11,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,11
"8295",226,36981,3,2015-08-05,1,1,"0",1,"a","a",450,0,0,0,0,0,"",8,15,5
"8296",226,17293,5,2015-08-28,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,28
"8297",226,32701,1,2015-08-10,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,10
"8298",226,19005,3,2015-08-26,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,26
"8299",226,7021,3,2015-09-09,1,0,"0",0,"a","a",450,0,0,0,0,0,"",9,15,9
"8300",226,18149,4,2015-08-27,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,27
"8301",226,13013,3,2015-09-02,1,1,"0",1,"a","a",450,0,0,0,0,0,"",9,15,2
"8302",226,7877,2,2015-09-08,1,0,"0",0,"a","a",450,0,0,0,0,0,"",9,15,8
"8303",226,39549,7,2015-08-02,0,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,2
"8304",226,19861,2,2015-08-25,1,0,"0",1,"a","a",450,0,0,0,0,0,"",8,15,25
"8305",227,3598,7,2015-09-13,0,0,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,13
"8306",227,33558,7,2015-08-09,0,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,9
"8307",227,34414,6,2015-08-08,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,8
"8308",227,2742,1,2015-09-14,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,14
"8309",227,8734,1,2015-09-07,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,7
"8310",227,40406,6,2015-08-01,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,1
"8311",227,10446,6,2015-09-05,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,5
"8312",227,29278,5,2015-08-14,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,14
"8313",227,4454,6,2015-09-12,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,12
"8314",227,27566,7,2015-08-16,0,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,16
"8315",227,16438,6,2015-08-29,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,29
"8316",227,24142,4,2015-08-20,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,20
"8317",227,28422,6,2015-08-15,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,15
"8318",227,21574,7,2015-08-23,0,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,23
"8319",227,22430,6,2015-08-22,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,22
"8320",227,174,4,2015-09-17,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,17
"8321",227,36126,4,2015-08-06,1,1,"0",1,"a","a",2370,0,0,0,0,0,"",8,15,6
"8322",227,7022,3,2015-09-09,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,9
"8323",227,1030,3,2015-09-16,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,16
"8324",227,32702,1,2015-08-10,1,0,"0",1,"a","a",2370,0,0,0,0,0,"",8,15,10
"8325",227,5310,5,2015-09-11,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,11
"8326",227,20718,1,2015-08-24,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,24
"8327",227,24998,3,2015-08-19,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,19
"8328",227,30134,4,2015-08-13,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,13
"8329",227,25854,2,2015-08-18,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,18
"8330",227,11302,5,2015-09-04,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,4
"8331",227,36982,3,2015-08-05,1,1,"0",1,"a","a",2370,0,0,0,0,0,"",8,15,5
"8332",227,14726,1,2015-08-31,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,31
"8333",227,37838,2,2015-08-04,1,1,"0",1,"a","a",2370,0,0,0,0,0,"",8,15,4
"8334",227,26710,1,2015-08-17,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,17
"8335",227,7878,2,2015-09-08,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,8
"8336",227,23286,5,2015-08-21,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,21
"8337",227,15582,7,2015-08-30,0,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,30
"8338",227,13870,2,2015-09-01,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,1
"8339",227,35270,5,2015-08-07,1,1,"0",1,"a","a",2370,0,0,0,0,0,"",8,15,7
"8340",227,12158,4,2015-09-03,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,3
"8341",227,1886,2,2015-09-15,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,15
"8342",227,17294,5,2015-08-28,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,28
"8343",227,18150,4,2015-08-27,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,27
"8344",227,30990,3,2015-08-12,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,12
"8345",227,31846,2,2015-08-11,1,0,"0",1,"a","a",2370,0,0,0,0,0,"",8,15,11
"8346",227,19862,2,2015-08-25,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,25
"8347",227,19006,3,2015-08-26,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,26
"8348",227,6166,4,2015-09-10,1,0,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,10
"8349",227,39550,7,2015-08-02,0,0,"0",0,"a","a",2370,0,0,0,0,0,"",8,15,2
"8350",227,9590,7,2015-09-06,0,0,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,6
"8351",227,13014,3,2015-09-02,1,1,"0",0,"a","a",2370,0,0,0,0,0,"",9,15,2
"8352",227,38694,1,2015-08-03,1,1,"0",1,"a","a",2370,0,0,0,0,0,"",8,15,3
"8353",228,10447,6,2015-09-05,1,0,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",9,15,5
"8354",228,30135,4,2015-08-13,1,0,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,13
"8355",228,13871,2,2015-09-01,1,1,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",9,15,1
"8356",228,27567,7,2015-08-16,0,0,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,16
"8357",228,35271,5,2015-08-07,1,1,"0",1,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,7
"8358",228,3599,7,2015-09-13,0,0,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",9,15,13
"8359",228,21575,7,2015-08-23,0,0,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,23
"8360",228,29279,5,2015-08-14,1,0,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,14
"8361",228,28423,6,2015-08-15,1,0,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,15
"8362",228,2743,1,2015-09-14,1,1,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",9,15,14
"8363",228,14727,1,2015-08-31,1,1,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,31
"8364",228,22431,6,2015-08-22,1,0,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,22
"8365",228,1031,3,2015-09-16,1,1,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",9,15,16
"8366",228,32703,1,2015-08-10,1,0,"0",1,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,10
"8367",228,24999,3,2015-08-19,1,1,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,19
"8368",228,23287,5,2015-08-21,1,1,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,21
"8369",228,33559,7,2015-08-09,0,0,"0",0,"d","c",10800,0,0,1,18,2011,"Feb,May,Aug,Nov",8,15,9
